Age,Annual Income (LPA),Borrowed Amount (LPA),Credit Score,Loan Tenure (months),Employment Status,Existing Loans,Marital Status,Education Level,Predicted Repayment Probability (%),Loan Eligibility
50,9.08,6.25,631,209,1,0,0,1,12.17,❌ Unlikely to Get Loan
52,19.42,11.58,664,202,1,1,0,1,13.87,❌ Unlikely to Get Loan
54,7.42,6.78,679,237,0,1,1,1,12.39,❌ Unlikely to Get Loan
61,2.15,1.76,625,124,0,0,1,2,13.63,❌ Unlikely to Get Loan
55,12.71,11.52,861,120,0,2,0,1,22.07,❌ Unlikely to Get Loan
50,1.0,1.0,601,152,0,1,1,2,11.02,❌ Unlikely to Get Loan
48,14.4,15.43,668,211,1,2,0,0,9.21,❌ Unlikely to Get Loan
52,16.88,8.66,598,82,-1,1,1,1,13.58,❌ Unlikely to Get Loan
61,8.32,3.04,678,71,1,3,0,1,15.62,❌ Unlikely to Get Loan
40,18.47,15.53,502,63,1,0,1,1,7.17,❌ Unlikely to Get Loan
59,11.37,8.01,646,30,0,1,1,2,15.54,❌ Unlikely to Get Loan
24,9.85,10.82,803,18,0,0,0,1,22.39,❌ Unlikely to Get Loan
52,3.74,3.35,708,155,1,1,1,0,15.53,❌ Unlikely to Get Loan
36,19.63,21.0,547,151,0,0,1,1,5.54,❌ Unlikely to Get Loan
55,8.19,3.04,724,33,1,1,1,1,20.45,❌ Unlikely to Get Loan
34,9.91,14.74,747,227,1,1,1,0,12.65,❌ Unlikely to Get Loan
40,17.39,7.33,726,211,0,0,1,2,19.44,❌ Unlikely to Get Loan
56,5.25,3.45,732,115,1,3,0,2,16.47,❌ Unlikely to Get Loan
58,5.93,6.56,852,182,1,4,0,1,18.74,❌ Unlikely to Get Loan
48,12.11,1.64,816,151,0,0,1,1,25.8,❌ Unlikely to Get Loan
34,1.0,1.26,623,217,0,0,1,1,11.51,❌ Unlikely to Get Loan
23,14.99,13.65,641,25,0,0,0,2,14.79,❌ Unlikely to Get Loan
44,11.74,15.65,617,40,0,1,0,1,10.07,❌ Unlikely to Get Loan
48,1.0,1.0,714,188,1,0,0,0,16.32,❌ Unlikely to Get Loan
27,1.0,1.0,763,102,0,1,1,2,20.03,❌ Unlikely to Get Loan
35,7.6,6.01,556,164,0,0,1,1,9.06,❌ Unlikely to Get Loan
45,8.77,11.89,724,231,1,0,1,1,13.56,❌ Unlikely to Get Loan
27,22.0,10.16,623,233,1,1,1,1,12.93,❌ Unlikely to Get Loan
44,28.83,15.79,587,91,0,1,0,1,13.3,❌ Unlikely to Get Loan
31,5.22,1.0,710,91,0,2,1,1,17.89,❌ Unlikely to Get Loan
56,5.17,6.68,884,85,1,3,1,2,23.0,❌ Unlikely to Get Loan
35,23.43,30.79,699,212,0,1,1,1,7.5,❌ Unlikely to Get Loan
30,15.01,4.91,797,64,-1,1,0,2,25.21,❌ Unlikely to Get Loan
49,40.39,16.11,717,194,0,1,1,1,21.57,❌ Unlikely to Get Loan
32,10.28,8.71,685,171,1,1,1,1,13.93,❌ Unlikely to Get Loan
44,19.88,7.98,748,24,0,0,0,1,24.26,❌ Unlikely to Get Loan
27,30.86,12.25,640,54,1,1,0,1,19.01,❌ Unlikely to Get Loan
49,2.16,1.43,548,221,1,3,0,2,5.36,❌ Unlikely to Get Loan
41,4.3,3.83,565,27,-1,1,1,2,11.37,❌ Unlikely to Get Loan
48,15.36,2.12,683,34,0,1,0,2,21.5,❌ Unlikely to Get Loan
49,11.63,15.47,734,65,1,1,1,2,15.64,❌ Unlikely to Get Loan
61,13.25,14.74,720,238,0,0,1,1,13.35,❌ Unlikely to Get Loan
57,5.89,1.31,632,218,-1,0,1,1,13.55,❌ Unlikely to Get Loan
39,11.74,10.63,696,75,1,0,1,2,16.92,❌ Unlikely to Get Loan
50,9.08,2.59,644,34,1,0,0,1,17.87,❌ Unlikely to Get Loan
45,16.31,17.26,571,132,0,2,1,2,6.17,❌ Unlikely to Get Loan
50,19.5,7.26,514,45,0,1,0,2,11.79,❌ Unlikely to Get Loan
51,1.0,1.0,662,93,1,0,1,2,15.99,❌ Unlikely to Get Loan
43,22.14,28.36,774,182,-1,1,1,2,12.79,❌ Unlikely to Get Loan
55,12.22,6.55,689,187,0,1,0,2,15.71,❌ Unlikely to Get Loan
30,19.59,24.87,552,110,0,0,0,1,4.61,❌ Unlikely to Get Loan
28,10.6,12.32,806,239,0,0,0,0,17.71,❌ Unlikely to Get Loan
26,20.7,11.33,620,173,0,1,1,1,12.96,❌ Unlikely to Get Loan
22,19.0,20.25,462,38,0,2,0,1,1.75,❌ Unlikely to Get Loan
56,15.3,1.7,685,142,0,1,0,2,19.76,❌ Unlikely to Get Loan
35,12.36,11.16,805,73,0,1,0,1,21.2,❌ Unlikely to Get Loan
57,16.15,20.34,712,141,1,1,0,1,11.98,❌ Unlikely to Get Loan
45,27.45,35.19,587,199,0,3,1,1,-0.47,❌ Unlikely to Get Loan
35,20.85,20.17,595,113,0,1,1,0,8.31,❌ Unlikely to Get Loan
28,17.26,10.24,807,119,0,1,0,2,22.77,❌ Unlikely to Get Loan
27,7.59,11.09,631,234,1,1,0,0,7.76,❌ Unlikely to Get Loan
30,7.03,10.44,564,39,0,1,0,2,8.69,❌ Unlikely to Get Loan
64,6.06,1.0,579,186,0,1,0,1,10.69,❌ Unlikely to Get Loan
36,2.12,1.0,659,218,0,1,1,2,13.07,❌ Unlikely to Get Loan
55,18.76,27.51,826,99,0,2,1,2,15.19,❌ Unlikely to Get Loan
43,13.09,19.52,762,94,1,1,1,1,14.79,❌ Unlikely to Get Loan
54,14.82,21.07,706,196,0,2,1,1,9.06,❌ Unlikely to Get Loan
23,1.0,1.0,900,136,-1,1,0,1,25.99,❌ Unlikely to Get Loan
22,5.95,6.05,750,48,0,1,1,1,19.38,❌ Unlikely to Get Loan
50,10.99,2.1,900,228,0,2,0,1,26.05,❌ Unlikely to Get Loan
49,2.55,1.95,653,45,1,0,0,2,16.45,❌ Unlikely to Get Loan
64,2.66,3.91,696,157,0,3,1,1,12.68,❌ Unlikely to Get Loan
29,4.31,5.66,620,224,0,0,0,1,10.15,❌ Unlikely to Get Loan
55,16.07,4.45,707,228,0,1,0,0,17.72,❌ Unlikely to Get Loan
62,1.0,1.0,676,87,1,0,0,2,16.72,❌ Unlikely to Get Loan
44,10.65,3.18,900,165,1,0,0,1,28.36,❌ Unlikely to Get Loan
22,24.16,7.53,672,134,1,0,1,1,20.14,❌ Unlikely to Get Loan
22,20.5,5.66,808,192,0,0,0,2,25.72,❌ Unlikely to Get Loan
39,21.0,4.96,694,217,0,2,0,1,18.03,❌ Unlikely to Get Loan
31,9.21,3.56,761,75,0,0,0,1,22.57,❌ Unlikely to Get Loan
44,27.58,38.16,731,183,1,0,1,1,8.23,❌ Unlikely to Get Loan
36,7.44,4.47,741,187,1,0,1,1,18.43,❌ Unlikely to Get Loan
52,15.61,20.2,697,119,0,1,1,1,11.66,❌ Unlikely to Get Loan
45,16.22,2.49,528,231,0,1,0,1,10.05,❌ Unlikely to Get Loan
60,3.22,2.97,787,135,0,3,1,1,18.26,❌ Unlikely to Get Loan
27,1.0,1.0,510,109,0,2,1,1,6.24,❌ Unlikely to Get Loan
38,19.05,26.47,843,164,0,2,1,2,15.47,❌ Unlikely to Get Loan
28,4.62,1.35,751,159,0,2,0,2,18.46,❌ Unlikely to Get Loan
64,11.26,13.06,725,148,1,1,1,1,14.45,❌ Unlikely to Get Loan
52,15.19,18.3,702,149,0,2,1,1,11.22,❌ Unlikely to Get Loan
24,11.82,9.86,829,16,-1,1,0,0,23.78,❌ Unlikely to Get Loan
41,17.42,7.26,832,198,1,1,1,2,24.01,❌ Unlikely to Get Loan
33,15.73,9.13,545,63,0,1,1,1,10.68,❌ Unlikely to Get Loan
53,16.32,13.86,464,170,1,0,0,2,3.53,❌ Unlikely to Get Loan
44,14.99,11.81,757,207,1,2,1,1,15.94,❌ Unlikely to Get Loan
26,1.0,1.08,699,173,1,0,0,1,16.09,❌ Unlikely to Get Loan
41,12.22,5.6,638,112,0,2,1,1,14.0,❌ Unlikely to Get Loan
51,15.84,8.16,711,166,0,1,1,1,17.45,❌ Unlikely to Get Loan
64,30.34,40.0,599,27,-1,2,0,1,2.82,❌ Unlikely to Get Loan
64,15.24,17.34,748,157,0,2,1,2,14.03,❌ Unlikely to Get Loan
29,10.6,6.33,615,214,0,3,0,1,9.13,❌ Unlikely to Get Loan
54,17.37,19.27,683,117,1,1,1,2,12.2,❌ Unlikely to Get Loan
21,6.59,1.0,746,186,0,2,0,1,18.34,❌ Unlikely to Get Loan
39,23.33,13.9,637,55,0,1,1,2,15.8,❌ Unlikely to Get Loan
22,11.32,3.39,653,163,0,2,0,2,14.79,❌ Unlikely to Get Loan
40,10.14,5.14,686,55,0,1,1,1,17.88,❌ Unlikely to Get Loan
25,1.0,1.0,725,81,-1,2,1,0,17.26,❌ Unlikely to Get Loan
56,8.26,8.28,834,99,1,1,1,0,21.9,❌ Unlikely to Get Loan
37,11.34,16.45,655,196,0,0,1,1,9.5,❌ Unlikely to Get Loan
32,25.82,24.59,772,12,1,0,1,1,19.54,❌ Unlikely to Get Loan
42,8.8,4.52,754,154,-1,0,0,1,20.18,❌ Unlikely to Get Loan
65,11.4,13.65,726,40,0,0,0,1,17.2,❌ Unlikely to Get Loan
60,17.57,11.32,785,12,-1,1,1,1,23.06,❌ Unlikely to Get Loan
45,5.35,1.44,854,57,0,0,0,0,27.01,❌ Unlikely to Get Loan
57,8.16,7.75,707,222,1,1,1,1,13.76,❌ Unlikely to Get Loan
50,22.35,19.29,767,188,0,2,1,1,15.64,❌ Unlikely to Get Loan
29,1.0,1.0,642,224,0,4,0,1,8.76,❌ Unlikely to Get Loan
39,6.47,2.39,664,60,1,0,0,1,17.62,❌ Unlikely to Get Loan
27,14.94,4.48,596,165,0,2,0,1,12.38,❌ Unlikely to Get Loan
42,15.15,10.73,669,108,0,0,1,2,16.12,❌ Unlikely to Get Loan
41,33.06,40.0,726,127,1,2,1,1,8.15,❌ Unlikely to Get Loan
48,13.34,15.44,698,205,0,2,1,1,10.77,❌ Unlikely to Get Loan
46,7.23,3.86,676,139,0,0,0,2,16.54,❌ Unlikely to Get Loan
59,8.59,12.29,675,113,0,4,1,1,9.44,❌ Unlikely to Get Loan
56,21.03,17.74,686,12,0,0,1,2,17.25,❌ Unlikely to Get Loan
46,6.52,8.35,687,170,0,0,1,1,13.9,❌ Unlikely to Get Loan
46,10.45,15.45,855,74,0,1,1,1,20.93,❌ Unlikely to Get Loan
59,19.33,23.83,695,136,0,2,0,1,9.73,❌ Unlikely to Get Loan
55,9.54,12.02,596,91,0,3,1,2,7.53,❌ Unlikely to Get Loan
38,16.74,23.94,884,110,1,1,0,2,19.78,❌ Unlikely to Get Loan
38,1.0,1.0,694,38,0,1,0,1,17.52,❌ Unlikely to Get Loan
37,4.0,5.16,683,215,1,1,1,1,12.63,❌ Unlikely to Get Loan
46,7.6,2.59,609,109,0,3,0,2,11.79,❌ Unlikely to Get Loan
54,1.0,1.0,623,60,1,1,1,2,13.75,❌ Unlikely to Get Loan
57,2.97,1.0,858,164,0,4,0,1,21.16,❌ Unlikely to Get Loan
55,6.84,3.89,609,199,1,0,1,2,11.92,❌ Unlikely to Get Loan
29,28.94,8.83,623,92,0,1,0,2,18.76,❌ Unlikely to Get Loan
36,15.16,19.2,759,193,0,1,1,2,13.95,❌ Unlikely to Get Loan
41,18.61,17.76,544,84,-1,0,1,1,7.93,❌ Unlikely to Get Loan
37,17.41,6.56,801,229,0,0,1,1,23.0,❌ Unlikely to Get Loan
34,1.0,1.3,761,50,0,3,0,2,18.87,❌ Unlikely to Get Loan
21,13.02,13.01,686,97,1,1,0,1,14.15,❌ Unlikely to Get Loan
57,7.82,1.62,738,228,1,0,1,2,19.21,❌ Unlikely to Get Loan
61,1.0,1.0,856,16,0,0,1,2,27.07,❌ Unlikely to Get Loan
63,15.64,4.45,780,239,0,1,0,1,21.19,❌ Unlikely to Get Loan
41,1.0,1.0,788,219,1,0,1,1,19.69,❌ Unlikely to Get Loan
24,11.87,12.5,753,92,-1,1,0,1,17.54,❌ Unlikely to Get Loan
55,9.58,2.71,680,151,0,1,1,1,16.76,❌ Unlikely to Get Loan
38,4.91,1.5,689,119,0,0,0,1,17.74,❌ Unlikely to Get Loan
30,19.71,23.49,721,122,1,0,0,2,13.63,❌ Unlikely to Get Loan
49,10.46,14.55,762,13,1,0,1,1,18.75,❌ Unlikely to Get Loan
61,13.79,6.46,657,237,1,0,1,1,14.43,❌ Unlikely to Get Loan
22,17.43,24.89,752,94,1,0,0,1,14.04,❌ Unlikely to Get Loan
28,18.52,9.12,675,78,1,0,1,1,18.65,❌ Unlikely to Get Loan
54,12.91,7.88,723,63,1,0,1,1,19.97,❌ Unlikely to Get Loan
31,4.81,4.86,708,67,0,0,1,1,18.03,❌ Unlikely to Get Loan
64,11.21,12.75,739,208,-1,0,1,2,15.42,❌ Unlikely to Get Loan
30,18.07,26.79,736,221,0,2,1,1,8.43,❌ Unlikely to Get Loan
53,7.12,8.39,699,208,0,1,1,1,13.04,❌ Unlikely to Get Loan
24,15.73,11.27,617,128,0,0,0,1,12.88,❌ Unlikely to Get Loan
45,6.84,1.72,836,59,0,0,0,2,26.88,❌ Unlikely to Get Loan
42,18.53,18.09,654,233,0,0,1,1,10.35,❌ Unlikely to Get Loan
25,11.33,14.48,817,103,0,2,0,1,18.37,❌ Unlikely to Get Loan
60,3.52,4.45,582,198,0,0,1,1,9.05,❌ Unlikely to Get Loan
65,32.85,36.27,589,101,0,3,0,1,2.64,❌ Unlikely to Get Loan
48,13.11,15.2,809,157,0,1,1,2,18.34,❌ Unlikely to Get Loan
32,1.0,1.0,874,235,0,3,0,2,21.17,❌ Unlikely to Get Loan
24,4.6,1.27,758,231,1,0,0,1,19.06,❌ Unlikely to Get Loan
60,22.9,20.82,558,184,1,0,1,1,6.53,❌ Unlikely to Get Loan
39,18.64,3.49,813,72,0,0,1,1,28.43,❌ Unlikely to Get Loan
45,21.73,7.71,606,17,1,1,1,1,17.18,❌ Unlikely to Get Loan
38,9.28,10.46,589,85,1,2,1,1,8.65,❌ Unlikely to Get Loan
65,18.37,2.48,715,13,-1,0,0,1,25.02,❌ Unlikely to Get Loan
52,9.82,3.2,650,196,1,2,1,1,13.31,❌ Unlikely to Get Loan
37,14.8,17.88,781,125,1,2,0,2,15.81,❌ Unlikely to Get Loan
36,1.69,2.36,751,186,1,0,0,1,18.01,❌ Unlikely to Get Loan
38,9.85,4.43,665,105,0,0,1,2,17.3,❌ Unlikely to Get Loan
56,1.0,1.0,763,75,0,0,1,1,21.16,❌ Unlikely to Get Loan
54,11.12,14.89,900,56,0,2,1,1,23.06,❌ Unlikely to Get Loan
65,5.05,6.2,672,154,1,0,1,1,13.91,❌ Unlikely to Get Loan
54,13.57,17.59,735,177,0,1,1,1,13.05,❌ Unlikely to Get Loan
49,3.09,1.7,761,29,1,1,1,1,21.32,❌ Unlikely to Get Loan
45,11.26,5.73,757,45,0,0,1,1,22.57,❌ Unlikely to Get Loan
30,37.0,40.0,900,101,0,0,0,1,20.44,❌ Unlikely to Get Loan
29,10.48,8.68,815,232,0,0,1,1,20.29,❌ Unlikely to Get Loan
38,7.13,9.39,602,20,0,0,1,2,12.42,❌ Unlikely to Get Loan
43,12.89,14.71,604,33,0,1,0,2,10.62,❌ Unlikely to Get Loan
26,1.0,1.0,688,48,0,1,0,1,17.06,❌ Unlikely to Get Loan
57,8.83,11.09,758,125,-1,0,0,0,17.45,❌ Unlikely to Get Loan
42,11.48,15.98,802,68,0,2,0,0,17.34,❌ Unlikely to Get Loan
48,13.57,3.59,802,214,1,2,1,0,21.36,❌ Unlikely to Get Loan
28,20.48,17.46,698,227,-1,1,0,1,12.74,❌ Unlikely to Get Loan
31,15.16,13.61,760,232,0,0,0,0,16.45,❌ Unlikely to Get Loan
56,2.82,1.0,859,152,-1,0,1,2,25.37,❌ Unlikely to Get Loan
28,1.0,1.0,753,239,0,0,0,1,17.63,❌ Unlikely to Get Loan
29,20.04,7.06,738,27,0,1,0,1,23.34,❌ Unlikely to Get Loan
46,7.1,9.01,798,52,0,4,1,0,17.59,❌ Unlikely to Get Loan
50,14.32,14.27,723,69,0,1,1,1,16.35,❌ Unlikely to Get Loan
64,24.02,8.47,770,132,1,0,0,1,24.37,❌ Unlikely to Get Loan
55,14.2,13.49,888,26,0,1,0,1,25.61,❌ Unlikely to Get Loan
47,1.0,1.0,585,21,0,2,1,1,11.54,❌ Unlikely to Get Loan
58,14.61,11.02,683,83,1,1,1,1,15.72,❌ Unlikely to Get Loan
28,10.04,8.39,641,139,1,0,1,1,13.34,❌ Unlikely to Get Loan
26,1.0,1.07,634,170,1,0,0,1,12.94,❌ Unlikely to Get Loan
58,19.74,26.88,645,61,0,2,1,1,7.34,❌ Unlikely to Get Loan
38,14.77,19.21,488,111,0,0,1,0,2.39,❌ Unlikely to Get Loan
21,27.27,29.78,657,168,0,4,0,2,5.49,❌ Unlikely to Get Loan
28,12.26,15.92,808,110,0,0,0,2,19.44,❌ Unlikely to Get Loan
32,6.29,6.15,577,215,1,1,1,1,7.68,❌ Unlikely to Get Loan
21,14.85,17.08,528,89,-1,0,0,2,6.34,❌ Unlikely to Get Loan
49,9.71,12.98,643,101,-1,1,1,1,10.94,❌ Unlikely to Get Loan
55,22.33,29.71,623,230,1,0,1,0,4.14,❌ Unlikely to Get Loan
37,12.82,15.85,785,79,0,1,1,1,17.99,❌ Unlikely to Get Loan
26,6.79,5.89,874,113,1,2,0,2,23.86,❌ Unlikely to Get Loan
42,13.61,4.98,900,45,1,2,1,1,28.93,❌ Unlikely to Get Loan
28,14.53,18.55,626,172,1,3,0,1,5.73,❌ Unlikely to Get Loan
56,13.79,16.03,760,30,-1,2,1,0,16.79,❌ Unlikely to Get Loan
41,9.73,11.49,697,75,1,1,1,1,14.74,❌ Unlikely to Get Loan
25,12.75,3.51,741,85,1,1,0,1,21.65,❌ Unlikely to Get Loan
51,7.48,9.72,757,69,1,1,1,1,17.91,❌ Unlikely to Get Loan
48,13.96,16.99,693,82,0,2,0,0,12.0,❌ Unlikely to Get Loan
50,4.63,3.03,605,130,0,0,1,2,12.76,❌ Unlikely to Get Loan
33,5.75,4.43,623,114,-1,0,1,1,13.53,❌ Unlikely to Get Loan
65,27.71,39.8,721,86,0,1,1,0,7.66,❌ Unlikely to Get Loan
61,7.83,1.26,737,79,-1,0,1,1,22.01,❌ Unlikely to Get Loan
49,15.18,4.33,638,199,0,2,0,2,14.14,❌ Unlikely to Get Loan
53,1.0,1.24,677,42,0,0,0,2,17.58,❌ Unlikely to Get Loan
61,9.23,8.84,816,137,0,0,1,2,21.75,❌ Unlikely to Get Loan
30,19.12,3.36,701,33,1,1,1,1,22.88,❌ Unlikely to Get Loan
39,15.12,16.3,746,44,1,2,1,1,16.29,❌ Unlikely to Get Loan
61,1.0,1.0,850,222,0,0,1,2,22.94,❌ Unlikely to Get Loan
29,6.83,5.06,714,183,0,2,0,1,14.88,❌ Unlikely to Get Loan
36,19.51,8.11,654,169,0,0,0,1,16.73,❌ Unlikely to Get Loan
64,2.81,1.0,651,231,0,1,0,0,12.11,❌ Unlikely to Get Loan
47,16.01,11.18,763,45,0,1,1,0,20.65,❌ Unlikely to Get Loan
59,14.01,12.86,549,240,1,0,1,1,5.97,❌ Unlikely to Get Loan
59,1.0,1.0,850,136,0,1,1,1,23.41,❌ Unlikely to Get Loan
26,17.7,13.03,816,77,0,1,0,2,22.78,❌ Unlikely to Get Loan
39,18.17,16.75,566,110,1,2,1,1,6.94,❌ Unlikely to Get Loan
51,11.28,8.76,649,107,0,3,1,1,11.83,❌ Unlikely to Get Loan
39,14.15,10.69,649,221,-1,1,1,1,11.64,❌ Unlikely to Get Loan
52,6.16,3.1,753,71,0,0,0,0,21.18,❌ Unlikely to Get Loan
61,9.92,2.55,624,83,0,0,0,0,16.08,❌ Unlikely to Get Loan
65,13.66,19.54,462,89,0,0,1,1,1.12,❌ Unlikely to Get Loan
23,20.3,27.69,822,89,0,1,0,1,16.34,❌ Unlikely to Get Loan
42,15.67,21.97,471,224,-1,0,1,0,-1.56,❌ Unlikely to Get Loan
31,8.81,7.63,868,229,1,2,1,2,21.26,❌ Unlikely to Get Loan
52,9.44,4.4,661,92,0,0,1,2,17.18,❌ Unlikely to Get Loan
24,12.98,7.29,698,197,1,2,1,1,14.8,❌ Unlikely to Get Loan
62,10.14,9.54,673,149,0,1,1,0,13.05,❌ Unlikely to Get Loan
32,11.85,13.05,655,133,1,1,1,1,11.55,❌ Unlikely to Get Loan
49,1.0,1.0,707,108,0,2,1,1,15.96,❌ Unlikely to Get Loan
24,5.01,1.74,673,240,-1,1,0,0,13.57,❌ Unlikely to Get Loan
23,25.87,34.83,615,164,0,1,1,1,3.1,❌ Unlikely to Get Loan
43,15.51,14.89,761,49,1,2,1,2,17.97,❌ Unlikely to Get Loan
30,16.16,21.17,676,176,0,0,0,1,10.19,❌ Unlikely to Get Loan
37,15.62,15.07,897,138,0,2,1,1,22.85,❌ Unlikely to Get Loan
49,14.87,9.91,611,179,1,0,0,2,12.11,❌ Unlikely to Get Loan
57,13.18,2.9,749,230,0,2,1,1,18.9,❌ Unlikely to Get Loan
62,21.48,11.26,646,73,1,1,0,1,16.2,❌ Unlikely to Get Loan
32,16.09,5.91,637,63,1,0,0,1,17.75,❌ Unlikely to Get Loan
65,1.0,1.45,698,59,1,1,1,2,17.24,❌ Unlikely to Get Loan
59,6.43,4.25,764,58,1,1,1,1,20.77,❌ Unlikely to Get Loan
38,7.24,9.9,780,62,0,1,1,2,19.32,❌ Unlikely to Get Loan
42,30.92,17.41,683,20,0,1,1,1,19.33,❌ Unlikely to Get Loan
39,12.95,3.54,857,229,1,1,0,1,24.73,❌ Unlikely to Get Loan
37,22.92,28.28,783,116,-1,0,0,1,15.43,❌ Unlikely to Get Loan
62,10.25,7.76,728,71,0,0,1,2,19.49,❌ Unlikely to Get Loan
62,14.72,19.0,769,31,0,2,1,2,16.43,❌ Unlikely to Get Loan
25,12.48,11.15,599,117,0,0,1,1,11.21,❌ Unlikely to Get Loan
35,7.85,1.88,814,86,0,2,1,1,23.57,❌ Unlikely to Get Loan
61,4.7,1.0,570,40,0,2,0,2,11.82,❌ Unlikely to Get Loan
46,11.99,3.87,743,18,0,1,1,2,22.84,❌ Unlikely to Get Loan
60,5.75,3.16,691,30,0,3,0,1,16.17,❌ Unlikely to Get Loan
44,13.16,8.85,556,173,0,0,1,2,9.56,❌ Unlikely to Get Loan
63,8.55,11.2,577,189,0,1,1,1,6.42,❌ Unlikely to Get Loan
40,18.62,24.78,696,226,0,0,0,2,9.49,❌ Unlikely to Get Loan
41,5.51,4.07,689,95,1,2,1,1,15.28,❌ Unlikely to Get Loan
55,11.18,11.39,624,105,0,0,1,1,12.04,❌ Unlikely to Get Loan
47,9.68,2.73,661,204,0,3,0,0,12.78,❌ Unlikely to Get Loan
56,9.1,13.03,552,58,-1,0,1,2,8.12,❌ Unlikely to Get Loan
30,18.42,10.55,555,22,1,2,0,2,11.35,❌ Unlikely to Get Loan
57,1.0,1.01,668,111,-1,0,1,1,15.83,❌ Unlikely to Get Loan
54,1.0,1.0,516,225,1,0,1,1,6.08,❌ Unlikely to Get Loan
64,9.43,11.06,678,75,1,2,1,1,12.94,❌ Unlikely to Get Loan
46,27.46,40.0,745,124,0,0,1,0,8.92,❌ Unlikely to Get Loan
31,14.84,10.52,679,126,1,2,0,2,14.37,❌ Unlikely to Get Loan
40,23.65,12.19,748,155,0,0,0,2,21.25,❌ Unlikely to Get Loan
53,20.58,4.97,624,203,-1,0,0,1,16.53,❌ Unlikely to Get Loan
26,1.0,1.21,498,216,0,1,0,1,4.42,❌ Unlikely to Get Loan
22,11.87,6.37,752,139,1,0,1,1,20.46,❌ Unlikely to Get Loan
29,4.98,3.59,670,41,-1,2,0,1,15.51,❌ Unlikely to Get Loan
52,3.7,5.33,588,200,-1,0,0,2,9.19,❌ Unlikely to Get Loan
39,1.0,1.43,662,171,0,0,0,1,14.15,❌ Unlikely to Get Loan
45,4.56,4.89,619,65,0,0,1,1,13.53,❌ Unlikely to Get Loan
50,15.84,3.88,777,59,0,1,1,2,25.03,❌ Unlikely to Get Loan
37,17.14,12.48,601,110,0,1,1,2,11.62,❌ Unlikely to Get Loan
33,14.8,20.3,612,228,0,2,1,1,4.23,❌ Unlikely to Get Loan
45,4.97,4.0,693,33,0,1,1,1,17.45,❌ Unlikely to Get Loan
34,8.45,12.49,700,190,0,0,1,2,13.04,❌ Unlikely to Get Loan
38,3.83,1.4,672,140,1,1,1,1,15.27,❌ Unlikely to Get Loan
36,22.79,21.35,495,92,0,1,1,1,4.04,❌ Unlikely to Get Loan
28,17.09,6.24,535,26,0,2,0,1,11.8,❌ Unlikely to Get Loan
63,1.0,1.21,713,75,0,1,1,1,17.65,❌ Unlikely to Get Loan
41,14.25,19.73,584,142,0,1,1,1,5.43,❌ Unlikely to Get Loan
35,3.4,1.0,749,27,-1,1,1,2,21.58,❌ Unlikely to Get Loan
21,15.04,10.49,465,155,-1,0,0,2,5.28,❌ Unlikely to Get Loan
35,18.03,2.76,648,61,0,2,1,1,18.8,❌ Unlikely to Get Loan
37,1.0,1.0,575,59,0,0,1,1,12.19,❌ Unlikely to Get Loan
58,29.9,18.4,550,33,0,0,1,1,12.55,❌ Unlikely to Get Loan
46,20.86,19.12,541,78,1,0,1,1,7.85,❌ Unlikely to Get Loan
34,5.79,7.48,666,204,-1,1,1,0,11.37,❌ Unlikely to Get Loan
53,11.65,16.61,623,28,0,0,0,1,10.98,❌ Unlikely to Get Loan
62,17.93,8.54,634,168,1,0,0,2,15.11,❌ Unlikely to Get Loan
35,1.0,1.0,579,107,-1,0,1,2,11.78,❌ Unlikely to Get Loan
44,15.3,4.92,781,98,1,0,1,1,24.47,❌ Unlikely to Get Loan
41,15.79,2.01,694,117,1,1,1,0,20.27,❌ Unlikely to Get Loan
38,19.12,16.24,658,228,0,1,1,0,10.63,❌ Unlikely to Get Loan
27,4.52,3.81,759,57,1,0,0,2,21.28,❌ Unlikely to Get Loan
38,14.38,3.16,699,222,1,0,0,2,18.84,❌ Unlikely to Get Loan
38,19.71,2.45,618,194,1,2,0,1,15.44,❌ Unlikely to Get Loan
21,4.41,2.8,727,165,0,1,0,0,16.87,❌ Unlikely to Get Loan
43,17.13,3.6,861,109,-1,1,0,1,28.65,❌ Unlikely to Get Loan
27,4.33,1.0,667,226,0,0,0,2,14.95,❌ Unlikely to Get Loan
40,7.68,6.08,742,87,0,2,0,0,17.59,❌ Unlikely to Get Loan
52,1.0,1.24,811,117,0,1,1,2,21.95,❌ Unlikely to Get Loan
25,1.0,1.04,707,46,0,0,0,1,18.94,❌ Unlikely to Get Loan
64,18.69,5.89,795,231,-1,0,1,1,23.41,❌ Unlikely to Get Loan
42,20.6,21.12,672,72,0,0,0,0,13.19,❌ Unlikely to Get Loan
52,15.31,9.05,462,31,0,0,1,1,7.93,❌ Unlikely to Get Loan
62,3.65,1.0,562,80,0,0,1,2,12.2,❌ Unlikely to Get Loan
27,18.27,11.28,752,175,0,1,0,2,18.84,❌ Unlikely to Get Loan
27,13.9,18.24,870,12,1,3,0,1,20.74,❌ Unlikely to Get Loan
41,16.09,6.21,620,145,0,0,1,2,15.53,❌ Unlikely to Get Loan
64,15.32,12.08,853,232,0,3,1,2,19.52,❌ Unlikely to Get Loan
29,6.75,3.99,588,72,0,0,0,2,13.25,❌ Unlikely to Get Loan
64,12.79,15.6,656,219,1,0,1,1,9.89,❌ Unlikely to Get Loan
64,9.07,8.51,693,172,0,1,1,1,13.98,❌ Unlikely to Get Loan
